('александр',)
('зайцев',)
('мастер', 'мастер')
('мастер', 'мастер', 'мастер')
('мастер',)
('мастер', 'мастер', 'пробирынй', 'мастер')
('мастер', 'пробирный', 'мастер', 'мастер')
('пробирный', 'мастер', 'мастер', 'мастер')
('мастер', 'мастер', 'пробирный', 'мастер')
('синцов', 'мастер', 'мешков', 'мастер', 'батурин', 'мастер', 'калмыков', 'мастер', 'комаров', 'мастер', 'соколов', 'мастер')
('виктория',)
('овчинников', 'мастер', 'нивинский', 'мастер', 'асташев', 'мастер', 'мастер')
('овчинников', 'мастер', 'асташев', 'мастер', 'мастер', 'барышников', 'мастер')
('косырев', 'мастер', 'пробирный', 'мастер', 'мастер')
('пробирный', 'мастер', 'косырев', 'мастер', 'мастер')
('али',)
('николай',)
('ми',)
('соколова',)
('крымский',)
('мани',)
('энгельс',)
('кудрявцева',)
('чехов',)
('зима',)
('редактор',)
('петр',)
('есенин',)
('чайковский',)
('маяковский',)
('андерсон',)
('арнольд',)
('лондон',)
('карпов',)
('королев',)
('соловей',)
('gay',)
('автор',)
('алексеев',)
('серов',)
('браун',)
('жуковский',)
('мельник',)
('best',)
('стрелков',)
('харламов',)
('сталин',)
('кузнецова',)
('козлова',)
('губкин',)
('ивановский',)
('галкина',)
('ленин',)
('казанский',)
('солнцев',)
('кадыров',)
('головин', 'александр')
('сотникова',)
('котов',)
('волков',)
('адель',)
('толстой',)
('галкин',)
('александров',)
('фишер',)
('волкова',)
('ах',)
('райт',)
('неизвестный',)
('варламов',)
('некрасов',)
('давид',)
('горький',)
('бунин',)
('васильева',)
('баранов',)
('брук',)
('мороз',)
('соловьев',)
('петровский',)
('пастернак',)
('кен',)
('иванова',)
('малахов',)
('соколов',)
('перл',)
('федорова',)
('петров',)
('маркс',)
('титов',)
('кошелева',)
('масса',)
('семенов',)
('вагнер',)
('жуков',)
('муравьев',)
('бик',)
('крюгер',)
('смирнова',)
('троцкий',)
('издание',)
('овсянникова',)
('михайловский',)
('панин',)
('литвинова',)
('булгаков',)
('холодная',)
('серебряков',)
('максимова',)
('максимова', 'максимова')
('бродский',)
('тульский',)
('яковлева',)
('орджоникидзе',)
('кастро',)
('художник',)
('кармен',)
('морозова',)
('ельцин',)
('крылова',)
('ефремов',)
('крылов',)
('малиновская',)
('фекляев', 'художник', 'успенский', 'художник', 'резиньков', 'редактор', 'прийменко', 'художник', 'костюшин', 'художник', 'ушац', 'художник', 'соломянный', 'художник', 'комаров', 'художник', 'васильев', 'художник', 'ваганов', 'художник', 'пилишенко', 'художник', 'савостюк', 'художник', 'черемных', 'художник')
('брежнев',)
('фекляев', 'художник', 'резиньков', 'редактор', 'прийменко', 'художник', 'костюшин', 'художник', 'ушац', 'художник', 'ковалева', 'художник', 'комольцев', 'художник', 'тарасова', 'художник', 'соломянный', 'художник', 'гонтарь', 'художник')
('плохих',)
('умуркулов', 'художник', 'оформитель', 'ковалевский', 'художник', 'владычек', 'художник', 'стома', 'художник', 'кривенко', 'художник', 'аракчеева', 'художник', 'щербин', 'художник')
('умуркулов', 'художник', 'оформитель', 'новожилов', 'художник', 'филимонов', 'художник', 'калмыкова', 'художник', 'горелик', 'художник', 'чурко', 'художник', 'бусел', 'художник')
('шарапова',)
('умуркулов', 'художник', 'оформитель', 'деев', 'художник', 'шелютто', 'художник', 'мовчан', 'художник', 'калинин', 'художник', 'гончаров', 'художник')
('умуркулов', 'художник', 'оформитель', 'смоляк', 'художник', 'барздыко', 'художник', 'сурский', 'художник', 'крейдик', 'художник', 'ковалевский', 'художник')
('каракашев', 'художник', 'серебряков', 'художник', 'лукьянов', 'художник', 'фекляев', 'художник', 'левшунова', 'художник')
('серебряков', 'художник', 'лукьянов', 'художник', 'фекляев', 'художник', 'левшунова', 'художник', 'каракашев', 'художник')
('фалдин', 'художник', 'тарасов', 'художник', 'пивнев', 'художник', 'фалдина', 'художник', 'курашев', 'художник')
('резников', 'художник', 'сигаль', 'художник', 'буданов', 'художник', 'васильев', 'художник', 'фалдин', 'художник')
('елистратов', 'художник', 'ефимович', 'художник', 'сухарев', 'художник', 'рождествин', 'художник', 'резавс', 'художник')
('рудакова', 'редактор', 'дмитриев', 'художник', 'мальцев', 'художник', 'корецкий', 'художник', 'ватолина', 'художник', 'денисов', 'художник', 'гицевич', 'художник')
('ефимов', 'художник', 'рудакова', 'редактор', 'бурова', 'художник', 'дмитриев', 'художник', 'иванов', 'художник', 'долгоруков', 'художник', 'кокорекин', 'художник')
('фекляев', 'художник', 'резиньков', 'редактор', 'прийменко', 'художник', 'костюшин', 'художник', 'сачков', 'художник', 'байраков', 'художник', 'тедерс', 'художник')
('корецкий', 'художник', 'ватолина', 'художник', 'рудакова', 'редактор', 'дмитриев', 'художник', 'мальцев', 'художник', 'денисов', 'художник', 'гицевич', 'художник')
('караченцов', 'художник', 'рудакова', 'редактор', 'дмитриев', 'художник', 'серов', 'художник', 'соловьев', 'художник', 'ватолина', 'художник', 'денисов', 'художник')
('кокорекин', 'художник', 'рудакова', 'редактор', 'бурова', 'художник', 'дмитриев', 'художник', 'иванов', 'художник', 'долгоруков', 'художник', 'ефимов', 'художник')
('ватолина', 'художник', 'рудакова', 'редактор', 'дмитриев', 'художник', 'мальцев', 'художник', 'корецкий', 'художник', 'денисов', 'художник', 'гицевич', 'художник')
('фекляев', 'художник', 'резиньков', 'редактор', 'прийменко', 'художник', 'костюшин', 'художник', 'сурьяминов', 'художник', 'сачков', 'художник', 'кундышев', 'художник')
('поляков',)
('дик',)
('шевченко',)
('новикова',)
('попов',)
('успенский',)
('яровой',)
('леонов',)
('мальцев',)
('бах',)
('тихомирова',)
('пучков',)
('грибов',)
('савченко',)
('донской',)
('горбачев', 'михаил', 'сергеевич')
('быков',)
('судзиловская',)
('кузьмина',)
('черных',)
('кошкин',)
('майер',)
('соколовский',)
('хаммер',)
('усманов',)
('комаров',)
('николаев',)
('гусев',)
('шарль',)
('тетерин',)
('александровский',)
('токарев',)
('фотограф',)
('иванов',)
('беккер',)
('решетова',)
('павлова',)
('river',)
('пасс',)
('лебедева',)
('лебедев',)
('калинина',)
('астафьев',)
('коновалов', 'фотограф', 'васютинский', 'фотограф', 'эверт', 'фотограф', 'коопивницкий', 'фотограф', 'капустин', 'фотограф')
('stock',)
('орлова',)
('чаплыгин',)
('чижов',)
('семенова',)
('дени',)
('орловский',)
('сингх',)
('песков',)
('кузьмин',)
('вертинская',)
('воробьев',)
('worms',)
('витте',)
('гаврилова',)
('маркус',)
('тихонов',)
('чеховский',)
('новиков',)
('горбачев',)
('айвазовский',)
('ik',)
('ткаченко',)
('рождественский',)
('раменский',)
('магомедов',)
('лавров',)
('машков',)
('тоз',)
('санчес',)
('робертсон',)
('филатов',)
('ильин',)
('никифорова',)
('грачева',)
('матвеев',)
('юэн',)
('троицкий',)
('корсаков',)
('кузнецов',)
('васильев',)
('ершов',)
('поспелова',)
('пичугин',)
('ростовский',)
('карпова',)
('тарков',)
('семеновский',)
('лаврова',)
('вайнштейн',)
('иванович', 'александр')
('симон',)
('каштан',)
('верещагин',)
('комар',)
('симонов',)
('кокорин',)
('сорокин',)
('бойко',)
('семашко',)
('устинова',)
('хоффман',)
('романов',)
('ольга', 'владимировна')
('шмидт',)
('грузинский',)
('яковлев',)
('каплан',)
('подольска',)
('бабушкин',)
('назарова',)
('антонов',)
('пэн',)
('мох',)
('саба',)
('бобров',)
('герасимова',)
('александрова',)
('данилов',)
('збруев',)
('никитин',)
('архангельский',)
('егорова',)
('осипов',)
('вебер',)
('морозов',)
('алексеевский',)
('макаров',)
('прокофьев',)
('рас',)
('орехов',)
('голубцов',)
('hansen',)
('ге',)
('шарма',)
('уткин',)
('евдокимов',)
('протасова',)
('румянцев',)
('самойлов',)
('риччи',)
('назаров',)
('ульрих',)
('алиев',)
('уро',)
('мясников',)
('колокольников',)
('фадеева',)
('ворошилов',)
('синельников',)
('андреев',)
('страж',)
('кравченко',)
('шилов',)
('шишков',)
('гаврилов',)
('голикова',)
('смирнов',)
('аверин',)
('абрамова',)
('павлов',)
('лановой',)
('пашинин',)
('орлов',)
('дуров',)
('беляев',)
('штаб',)
('бриедис',)
('неизвестно',)
('ротенберг',)
('кротов',)
('гесс',)
('репин', 'илья', 'ефимович')
('старовойтов',)
('глушкова',)
('васнецов',)
('каменский',)
('брянский',)
('алехина',)
('фоменко',)
('никулин',)
('свердлова',)
('хлебников',)
('ронин',)
('боголюбов',)
('хана',)
('брянцева',)
('ульянова',)
('никитина',)
('николаева',)
('колесов',)
('серова',)
('горский',)
('калинин',)
('генералов',)
('стрельцова',)
('рихтер',)
('крупская', 'надежда', 'константиновна')
('сахаров',)
('грек',)
('крамер',)
('кирсанов',)
('цеткин',)
('гравер',)
('маркова',)
('малкин',)
('вишневская',)
('давиташвили',)
('репин',)
('щербакова',)
('глоба',)
('белинский',)
('брюллов',)
('малинина',)
('голицына',)
('абрамов',)
('хасан',)
('демченко',)
('сухов',)
('кожевникова',)
('щербаков',)
('савельев',)
('бирюков',)
('логинов',)
('третьяков',)
('сонг',)
('мухин',)
('губин',)
('мельников',)
('люксембург', 'роза')
('мате',)
('лебеда',)
('шервуд',)
('литвиненко',)
('тимофеева',)
('бибаев',)
('стрельников',)
('жданов',)
('исаев',)
('грасси',)
('барт',)
('шульгин',)
('лизунов',)
('кудряшов',)
('сергеев',)
('степанов',)
('карелин',)
('демидов',)
('пшеничный',)
('терентьева',)
('пов',)
('коллонтай',)
('казанцева',)
('дмитриев',)
('дроздов',)
('белов',)
('радо',)
('кириллов',)
('левин',)
('нестеров',)
('головина',)
('диллон',)
('керенский',)
('фридман',)
('сидорова',)
('вакуленко',)
('луначарский',)
('ковалев',)
('художника',)
('савин',)
('белова',)
('болотов',)
('виноградов',)
('краузе',)
('аварцы',)
('левина',)
('шарыгин',)
('зубцов',)
('аксенов',)
('коваленко',)
('коновалова',)
('барская',)
('бабкина',)
('янковский',)
('соков',)
('панов',)
('мейер',)
('дудник',)
('касаткин',)
('гаджиев',)
('афанасьев',)
('харитонов',)
('боткин',)
('сытин',)
('свердлов',)
('григорьев',)
('плеханов',)
('бакаев',)
('юсупов',)
('рахимов',)
('мант',)
('филиппов',)
('иоффе',)
('константинов',)
('давыдова',)
('лазовский',)
('костин',)
('борисов',)
('бума',)
('фотоателье',)
('рубио',)
('шапиро',)
('ковпак',)
('горб',)
('красовский',)
('шульц',)
('майков',)
('маслов',)
('евстигнеев',)
('черкасов',)
('глушко',)
('кулагин',)
('breguet',)
('шилин',)
('хлопонин',)
('никонова',)
('артемьев',)
('коновалов',)
('ющенко',)
('ковалевский',)
('гордеев',)
('быковский',)
('емельянов',)
('roy',)
('феоктистов',)
('адамович',)
('озерова',)
('кипренский',)
('саидова',)
('крохина',)
('бурцева',)
('кривошея',)
('колесникова',)
('соловьёв',)
('ахмедов',)
('ермакова',)
('митрофанов',)
('стоянов',)
('пинто',)
('басов',)
('стрельцов',)
('neff',)
('минц',)
('матросов',)
('селезнев',)
('комиссаров',)
('бестужев',)
('максимов',)
('таежный',)
('лоик',)
('мебиус',)
('марецкая',)
('ивлев',)
('захаров',)
('бараев',)
('быстров',)
('robinson',)
('мухамед', 'али')
('криворучко',)
('швабе',)
('зубков',)
('чичерин',)
('бранденбург',)
('каверин',)
('перов',)
('халилов',)
('мартынов',)
('левашова',)
('войтенко',)
('ильяс',)
('клименко',)
('крамской',)
('герасимов',)
('масленникова',)
('шмакова',)
('нагель',)
('фролов',)
('сосновский',)
('козлов',)
('руднева',)
('фогель',)
('ермаков',)
('протасов',)
('ефремова',)
('кречет',)
('пименов',)
('мони',)
('сухоруков',)
('бонч', 'бруевич')
('алексий', 'ii')
('пушкарев',)
('свами',)
('максимович',)
('моисеев',)
('гончар',)
('винтер',)
('чернов',)
('новоселов',)
('чемоданов',)
('fischer',)
('маркович',)
('денисова',)
('марков',)
('ефрем', 'сирин')
('schwarz',)
('удовиченко',)
('мартынова',)
('терехов',)
('пиру',)
('рейман',)
('краснов',)
('бочаров',)
('рокотов',)
('роша',)
('чернова',)
('воронин',)
('тропинин',)
('марголина',)
('ульянов',)
('демин',)
('арнд',)
('горшков',)
('терехин',)
('белоусов',)
('тюрин',)
('романович',)
('зотов',)
('пашков',)
('храмов',)
('величко',)
('овчинников',)
('каганович',)
('грачев',)
('сапун',)
('ясевич',)
('бабичев',)
('крюков',)
('кукрыниксы', 'художники')
('самсонов',)
('гуревич',)
('строганов',)
('грушка',)
('левицкий',)
('куликов',)
('черняев',)
('коровин',)
('ребров',)
('игнатьева',)
('маковский', 'константин', 'егорович')
('шаха',)
('хренников',)
('dupont',)
('янов',)
('яковенко',)
('сэндс',)
('левитас',)
('акимов',)
('шекспир', 'вильям')
('милорадович',)
('алексанян',)
('казарян',)
('хавин',)
('хонг',)
('колесников',)
('громов',)
('мифтахов',)
('халил',)
('иоанн', 'лествичник')
('чеботарев',)
('шорохов',)
('дипак',)
('лоренс',)
('шарапов',)
('шаталова',)
('карпенко',)
('венецианов',)
('капустин',)
('руцкой',)
('дейнека',)
('пономаренко',)
('слоним',)
('родченко',)
('мироненко',)
('ефимов',)
('сологуб',)
('глушков',)
('донская',)
('наумов',)
('матэ',)
('федотов',)
('лукьянов',)
('ухтомский',)
('бобровская',)
('мамонов',)
('лакцы',)
('богданов',)
('караваев',)
('шаповалова',)
('тарасенко',)
('шпаковский',)
('жариков',)
('сушко',)
('пономарев',)
('лосева',)
('цыганкова',)
('блохин',)
('боровиковский',)
('маковский',)
('бондарева',)
('горбунов',)
('серов', 'художник')
('леонидов',)
('ибаррури', 'долорес')
('корешков',)
('клауда',)
('мошков',)
('алиханов',)
('буковский',)
('розанов',)
('брагин',)
('раджабов',)
('фука',)
('брызгалов',)
('мищенко',)
